ID,Exp. Mass,%,Hit,Hit Score,# Perms,Theo. Mass,Da,ppm,Hex,HexNAc,Fuc,Oxidation,OffBy+1,OffBy-1,Perm,Perm Score,N13,N30,O115-122,O123-133,O134-145
294-0-7,20523.3160,2.7,7,0.01,3,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,0.01,A3G3F+LacN1,A2G2F,unmodified,2 x Core,unmodified
294-0-8,20523.3160,2.7,8,0.01,3,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,0.01,A1G1F,A3G3F,1 x Core,2 x Core,1 x Core
294-0-9,20523.3160,2.7,9,0.00,3,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,0.00,A3G3F,A3G3F,unmodified,2 x Core,unmodified
294-0-10,20523.3160,2.7,10,0.00,3,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,0.00,A3G3F+LacN1,A3G3F,unmodified,unmodified,1 x Core
294-0-11,20523.3160,2.7,11,0.00,3,20523.4453,-0.1293,-6,14,12,2,1,0,0,0,0.00,A1G1F,A3G3F,unmodified,2 x Core,2 x Core
295-0-0,20534.3527,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296-0-0,20541.3708,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297-0-0,20547.3659,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298-0-0,20553.3171,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299-0-0,20559.4232,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300-0-0,20563.3459,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301-0-0,20573.3396,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302-0-0,20575.3069,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303-0-0,20582.4168,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304-0-0,20588.3716,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305-0-0,20595.3365,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306-0-0,20600.4743,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307-0-0,20604.3336,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308-0-0,20604.3803,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309-0-0,20610.3515,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310-0-0,20614.4261,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311-0-0,20615.5427,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312-0-0,20620.3038,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313-0-0,20623.3864,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314-0-0,20630.3855,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315-0-0,20634.3087,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316-0-0,20639.3349,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317-1-0,20645.3763,0.1,0,93.69,3,20645.4716,-0.0953,-5,17,11,1,0,1,0,0,74.09,M7,A2G2F,2 x Core,2 x Core,1 x Core
317-1-1,20645.3763,0.1,1,6.05,3,20645.4716,-0.0953,-5,17,11,1,0,1,0,0,4.99,M7,A3G3F,1 x Core,2 x Core,1 x Core
317-1-2,20645.3763,0.1,2,0.25,3,20645.4716,-0.0953,-5,17,11,1,0,1,0,0,0.15,M7,A3G3F,unmodified,2 x Core,2 x Core
318-0-0,20654.3763,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319-0-0,20654.7169,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320-0-0,20667.4049,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321-0-0,20673.2181,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322-0-0,20675.3516,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323-0-0,20675.4738,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324-0-0,20684.2702,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325-0-0,20684.3890,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326-1-0,20686.6819,0.0,0,77.96,6,20686.4981,0.1838,9,16,12,1,0,1,0,0,56.04,M5-A1G1,A2G2F,2 x Core,2 x Core,1 x Core
326-1-1,20686.6819,0.0,1,11.87,1,20686.4981,0.1838,9,16,12,1,0,1,0,0,11.87,M5,A2G2F,2 x Core,2 x Core,2 x Core
326-1-2,20686.6819,0.0,2,5.35,6,20686.4981,0.1838,9,16,12,1,0,1,0,0,3.77,M5-A1G1,A3G3F,1 x Core,2 x Core,1 x Core
326-1-3,20686.6819,0.0,3,4.48,3,20686.4981,0.1838,9,16,12,1,0,1,0,0,3.55,M5,A3G3F,2 x Core,2 x Core,1 x Core
326-1-4,20686.6819,0.0,4,0.22,6,20686.4981,0.1838,9,16,12,1,0,1,0,0,0.11,M5-A1G1,A3G3F,unmodified,2 x Core,2 x Core
326-1-5,20686.6819,0.0,5,0.06,6,20686.4981,0.1838,9,16,12,1,0,1,0,0,0.04,A3G3F+LacN1,M5-A1G1,unmodified,2 x Core,1 x Core
326-1-6,20686.6819,0.0,6,0.06,1,20686.4981,0.1838,9,16,12,1,0,1,0,0,0.06,A3G3F+LacN1,M5-A1G1,1 x Core,1 x Core,1 x Core
326-1-7,20686.6819,0.0,7,0.00,1,20686.4981,0.1838,9,16,12,1,0,1,0,0,0.00,A1G1F,M5-A1G1,2 x Core,2 x Core,2 x Core
327-0-0,20696.3813,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328-0-0,20708.4223,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329-0-0,20711.3547,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330-1-0,20727.4118,89.3,0,84.44,6,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,66.65,A2G2,A2G2F,2 x Core,2 x Core,1 x Core
330-1-1,20727.4118,89.3,1,8.27,3,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,6.81,A3G3,A2G2F,1 x Core,2 x Core,1 x Core
330-1-2,20727.4118,89.3,2,5.46,6,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,4.49,A2G2,A3G3F,1 x Core,2 x Core,1 x Core
330-1-3,20727.4118,89.3,3,0.34,3,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.20,A3G3,A2G2F,unmodified,2 x Core,2 x Core
330-1-4,20727.4118,89.3,4,0.34,2,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.32,A1G1,A2G2F,2 x Core,2 x Core,2 x Core
330-1-5,20727.4118,89.3,5,0.31,6,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.23,A3G3+LacN1,A2G2F,unmodified,2 x Core,1 x Core
330-1-6,20727.4118,89.3,6,0.30,1,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.30,A3G3+LacN1,A2G2F,1 x Core,1 x Core,1 x Core
330-1-7,20727.4118,89.3,7,0.23,6,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.13,A2G2,A3G3F,unmodified,2 x Core,2 x Core
330-1-8,20727.4118,89.3,8,0.13,6,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.10,A1G1,A3G3F,2 x Core,2 x Core,1 x Core
330-1-9,20727.4118,89.3,9,0.08,6,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.06,A3G3,A3G3F,unmodified,2 x Core,1 x Core
330-1-10,20727.4118,89.3,10,0.08,1,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.08,A3G3,A3G3F,1 x Core,1 x Core,1 x Core
330-1-11,20727.4118,89.3,11,0.01,3,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.00,A3G3F+LacN1,A1G1,1 x Core,2 x Core,1 x Core
330-1-12,20727.4118,89.3,12,0.01,3,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.00,A3G3+LacN1,A3G3F,unmodified,1 x Core,1 x Core
330-1-13,20727.4118,89.3,13,0.00,6,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,2 x Core,1 x Core
330-1-14,20727.4118,89.3,14,0.00,1,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.00,A3G3F+LacN1,A2G2,1 x Core,1 x Core,1 x Core
330-1-15,20727.4118,89.3,15,0.00,3,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.00,A3G3+LacN1,A3G3F,unmodified,2 x Core,unmodified
330-1-16,20727.4118,89.3,16,0.00,1,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.00,A2G0F,M5-A1G1,2 x Core,2 x Core,2 x Core
330-1-17,20727.4118,89.3,17,0.00,3,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.00,A3G3F+LacN1,A1G1,unmodified,2 x Core,2 x Core
330-1-18,20727.4118,89.3,18,0.00,1,20727.5247,-0.1129,-5,15,13,1,0,1,0,0,0.00,A1G1F,A2G2,2 x Core,2 x Core,2 x Core
331-1-0,20742.4016,17.6,0,84.44,6,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,66.65,A2G2,A2G2F,2 x Core,2 x Core,1 x Core
331-1-1,20742.4016,17.6,1,8.27,3,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,6.81,A3G3,A2G2F,1 x Core,2 x Core,1 x Core
331-1-2,20742.4016,17.6,2,5.46,6,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,4.49,A2G2,A3G3F,1 x Core,2 x Core,1 x Core
331-1-3,20742.4016,17.6,3,0.34,3,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.20,A3G3,A2G2F,unmodified,2 x Core,2 x Core
331-1-4,20742.4016,17.6,4,0.34,2,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.32,A1G1,A2G2F,2 x Core,2 x Core,2 x Core
331-1-5,20742.4016,17.6,5,0.31,6,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.23,A3G3+LacN1,A2G2F,unmodified,2 x Core,1 x Core
331-1-6,20742.4016,17.6,6,0.30,1,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.30,A3G3+LacN1,A2G2F,1 x Core,1 x Core,1 x Core
331-1-7,20742.4016,17.6,7,0.23,6,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.13,A2G2,A3G3F,unmodified,2 x Core,2 x Core
331-1-8,20742.4016,17.6,8,0.13,6,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.10,A1G1,A3G3F,2 x Core,2 x Core,1 x Core
331-1-9,20742.4016,17.6,9,0.08,6,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.06,A3G3,A3G3F,unmodified,2 x Core,1 x Core
331-1-10,20742.4016,17.6,10,0.08,1,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.08,A3G3,A3G3F,1 x Core,1 x Core,1 x Core
331-1-11,20742.4016,17.6,11,0.01,3,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.00,A3G3F+LacN1,A1G1,1 x Core,2 x Core,1 x Core
331-1-12,20742.4016,17.6,12,0.01,3,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.00,A3G3+LacN1,A3G3F,unmodified,1 x Core,1 x Core
331-2-0,20742.4016,17.6,13,0.00,1,20742.5196,-0.1179,-6,16,13,0,0,0,0,0,0.00,A2G1,M5-A1G1,2 x Core,2 x Core,2 x Core
331-1-13,20742.4016,17.6,14,0.00,6,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.00,A3G3F+LacN1,A2G2,unmodified,2 x Core,1 x Core
331-1-14,20742.4016,17.6,15,0.00,1,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.00,A3G3F+LacN1,A2G2,1 x Core,1 x Core,1 x Core
331-1-15,20742.4016,17.6,16,0.00,3,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.00,A3G3+LacN1,A3G3F,unmodified,2 x Core,unmodified
331-1-16,20742.4016,17.6,17,0.00,1,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.00,A2G0F,M5-A1G1,2 x Core,2 x Core,2 x Core
331-1-17,20742.4016,17.6,18,0.00,3,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.00,A3G3F+LacN1,A1G1,unmodified,2 x Core,2 x Core
331-1-18,20742.4016,17.6,19,0.00,1,20742.5196,-0.1179,-6,15,13,1,1,0,0,0,0.00,A1G1F,A2G2,2 x Core,2 x Core,2 x Core
332-0-0,20750.3977,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333-0-0,20757.3513,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334-0-0,20760.4504,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335-0-0,20766.2728,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336-0-0,20769.3519,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337-0-0,20772.4325,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338-0-0,20777.4075,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339-0-0,20787.4446,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340-0-0,20794.4098,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341-0-0,20795.3649,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342-1-0,20800.4022,0.0,0,91.07,1,20800.5410,-0.1388,-7,15,14,0,1,1,0,0,91.07,A2G1,A2G2,2 x Core,2 x Core,2 x Core
342-0-0,20800.4022,0.0,1,8.93,1,20800.5410,-0.1388,-7,14,14,1,2,1,0,0,8.93,A2G0F,A2G2,2 x Core,2 x Core,2 x Core
343-0-0,20804.4407,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344-0-0,20810.3702,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345-0-0,20811.4234,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346-0-0,20819.4260,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347-0-0,20827.1903,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348-0-0,20829.3843,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349-0-0,20833.3466,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350-0-0,20840.4232,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351-0-0,20840.5363,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352-1-0,20848.3942,0.1,0,72.58,1,20848.5509,-0.1567,-8,17,12,1,0,1,0,0,72.58,M6,A2G2F,2 x Core,2 x Core,2 x Core
352-1-1,20848.3942,0.1,1,27.42,3,20848.5509,-0.1567,-8,17,12,1,0,1,0,0,21.68,M6,A3G3F,2 x Core,2 x Core,1 x Core
353-0-0,20855.3909,0.5,0,100.00,1,20855.5091,-0.1182,-6,19,11,0,2,1,0,0,100.00,M7,M5-A1G1,2 x Core,2 x Core,2 x Core
354-0-0,20857.3820,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355-0-0,20865.6476,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356-0-0,20873.4108,43.4,0,83.39,3,20873.5826,-0.1717,-8,15,13,2,0,1,0,0,65.94,A2G2F,A2G2F,2 x Core,2 x Core,1 x Core
356-0-1,20873.4108,43.4,1,14.44,6,20873.5826,-0.1717,-8,15,13,2,0,1,0,0,7.46,A3G3F,A2G2F,1 x Core,2 x Core,1 x Core
356-0-2,20873.4108,43.4,2,0.67,6,20873.5826,-0.1717,-8,15,13,2,0,1,0,0,0.50,A3G3F+LacN1,A2G2F,unmodified,2 x Core,1 x Core
356-0-3,20873.4108,43.4,3,0.66,1,20873.5826,-0.1717,-8,15,13,2,0,1,0,0,0.66,A3G3F+LacN1,A2G2F,1 x Core,1 x Core,1 x Core
356-0-4,20873.4108,43.4,4,0.60,6,20873.5826,-0.1717,-8,15,13,2,0,1,0,0,0.22,A3G3F,A2G2F,unmodified,2 x Core,2 x Core
356-0-5,20873.4108,43.4,5,0.09,6,20873.5826,-0.1717,-8,15,13,2,0,1,0,0,0.07,A3G3F,A3G3F,unmodified,2 x Core,1 x Core
356-0-6,20873.4108,43.4,6,0.09,1,20873.5826,-0.1717,-8,15,13,2,0,1,0,0,0.09,A3G3F,A3G3F,1 x Core,1 x Core,1 x Core
356-0-7,20873.4108,43.4,7,0.03,1,20873.5826,-0.1717,-8,15,13,2,0,1,0,0,0.03,A1G1F,A2G2F,2 x Core,2 x Core,2 x Core
356-0-8,20873.4108,43.4,8,0.01,3,20873.5826,-0.1717,-8,15,13,2,0,1,0,0,0.01,A3G3F+LacN1,A3G3F,unmodified,1 x Core,1 x Core
356-0-9,20873.4108,43.4,9,0.01,3,20873.5826,-0.1717,-8,15,13,2,0,1,0,0,0.01,A1G1F,A3G3F,2 x Core,2 x Core,1 x Core
356-0-10,20873.4108,43.4,10,0.00,3,20873.5826,-0.1717,-8,15,13,2,0,1,0,0,0.00,A3G3F+LacN1,A3G3F,unmodified,2 x Core,unmodified
357-1-0,20888.4316,11.8,0,83.39,3,20888.5775,-0.1459,-7,15,13,2,1,0,0,0,65.94,A2G2F,A2G2F,2 x Core,2 x Core,1 x Core
357-1-1,20888.4316,11.8,1,14.44,6,20888.5775,-0.1459,-7,15,13,2,1,0,0,0,7.46,A3G3F,A2G2F,1 x Core,2 x Core,1 x Core
357-1-2,20888.4316,11.8,2,0.67,6,20888.5775,-0.1459,-7,15,13,2,1,0,0,0,0.50,A3G3F+LacN1,A2G2F,unmodified,2 x Core,1 x Core
357-1-3,20888.4316,11.8,3,0.66,1,20888.5775,-0.1459,-7,15,13,2,1,0,0,0,0.66,A3G3F+LacN1,A2G2F,1 x Core,1 x Core,1 x Core
357-1-4,20888.4316,11.8,4,0.60,6,20888.5775,-0.1459,-7,15,13,2,1,0,0,0,0.22,A3G3F,A2G2F,unmodified,2 x Core,2 x Core
357-1-5,20888.4316,11.8,5,0.09,6,20888.5775,-0.1459,-7,15,13,2,1,0,0,0,0.07,A3G3F,A3G3F,unmodified,2 x Core,1 x Core
357-1-6,20888.4316,11.8,6,0.09,1,20888.5775,-0.1459,-7,15,13,2,1,0,0,0,0.09,A3G3F,A3G3F,1 x Core,1 x Core,1 x Core
357-1-7,20888.4316,11.8,7,0.03,1,20888.5775,-0.1459,-7,15,13,2,1,0,0,0,0.03,A1G1F,A2G2F,2 x Core,2 x Core,2 x Core
357-1-8,20888.4316,11.8,8,0.01,3,20888.5775,-0.1459,-7,15,13,2,1,0,0,0,0.01,A3G3F+LacN1,A3G3F,unmodified,1 x Core,1 x Core
357-1-9,20888.4316,11.8,9,0.01,3,20888.5775,-0.1459,-7,15,13,2,1,0,0,0,0.01,A1G1F,A3G3F,2 x Core,2 x Core,1 x Core
357-1-10,20888.4316,11.8,10,0.00,3,20888.5775,-0.1459,-7,15,13,2,1,0,0,0,0.00,A3G3F+LacN1,A3G3F,unmodified,2 x Core,unmodified
358-0-0,20896.4246,1.2,0,91.46,1,20896.5357,-0.1111,-5,18,12,0,2,1,0,0,91.46,M5-A1G1,M5-A1G1,2 x Core,2 x Core,2 x Core
358-0-1,20896.4246,1.2,1,8.54,1,20896.5357,-0.1111,-5,18,12,0,2,1,0,0,8.54,M7,A2G2,2 x Core,2 x Core,2 x Core
359-0-0,20899.4130,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360-0-0,20906.4525,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361-0-0,20909.3507,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362-0-0,20916.4782,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363-0-0,20918.4700,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364-0-0,20922.4108,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365-0-0,20927.4262,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366-0-0,20935.4176,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367-0-0,20942.4718,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368-0-0,20943.4092,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369-0-0,20951.4625,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370-0-0,20960.4142,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371-0-0,20962.4638,1.4,0,68.69,1,20962.5939,-0.1301,-6,15,14,1,2,1,0,0,68.69,A2G1,A2G2F,2 x Core,2 x Core,2 x Core
371-0-1,20962.4638,1.4,1,25.95,3,20962.5939,-0.1301,-6,15,14,1,2,1,0,0,20.52,A2G1,A3G3F,2 x Core,2 x Core,1 x Core
371-1-0,20962.4638,1.4,2,2.86,1,20962.5939,-0.1301,-6,16,14,0,1,1,0,0,2.86,A2G2,A2G2,2 x Core,2 x Core,2 x Core
371-1-1,20962.4638,1.4,3,1.64,3,20962.5939,-0.1301,-6,16,14,0,1,1,0,0,1.30,A3G3,A2G2,2 x Core,2 x Core,1 x Core
371-1-2,20962.4638,1.4,4,0.40,3,20962.5939,-0.1301,-6,16,14,0,1,1,0,0,0.33,A3G3+LacN1,A2G2,1 x Core,2 x Core,1 x Core
371-1-3,20962.4638,1.4,5,0.26,3,20962.5939,-0.1301,-6,16,14,0,1,1,0,0,0.20,A3G3+LacN1,A1G1,2 x Core,2 x Core,1 x Core
371-1-4,20962.4638,1.4,6,0.18,1,20962.5939,-0.1301,-6,16,14,0,1,1,0,0,0.18,A3G3,A1G1,2 x Core,2 x Core,2 x Core
371-1-5,20962.4638,1.4,7,0.02,3,20962.5939,-0.1301,-6,16,14,0,1,1,0,0,0.01,A3G3+LacN1,A2G2,unmodified,2 x Core,2 x Core
372-0-0,20971.4330,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373-0-0,20973.4282,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374-0-0,20984.5089,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375-0-0,20986.4613,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376-0-0,20992.6100,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377-0-0,20994.4540,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378-0-0,21002.4713,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379-0-0,21014.4197,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380-0-0,21014.4686,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381-0-0,21015.4346,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382-1-0,21025.4686,0.9,0,72.58,1,21025.5987,-0.1301,-6,18,12,1,1,0,0,0,72.58,M7,A2G2F,2 x Core,2 x Core,2 x Core
382-1-1,21025.4686,0.9,1,27.42,3,21025.5987,-0.1301,-6,18,12,1,1,0,0,0,21.68,M7,A3G3F,2 x Core,2 x Core,1 x Core
383-0-0,21030.4285,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
